Unit,Plot,Class,Azimuth,Distance,Code,DBH,Height
2,B5,O,66,11.47,PIH,10.2,(blank)
2,F1,O,43,16.56,BLC,10.2,(blank)
2,B5,O,158,14.16,BLG,10.1,(blank)
2,J3,O,85,10.76,SHH,10.1,(blank)
2,G6,O,295,16.85,CHO,10,(blank)
2,J4,D,NA,NA,SAS,,(blank)
2,N4,O,79,10.44,SUM,11.1,(blank)
2,G2,O,238,17.59,SUM,11,(blank)
2,B6,O,234,7.48,VIP,10.9,(blank)
2,F6,O,295,5.33,CHO,10.9,(blank)
2,P4,O,272,6.4,SUM,10.9,25.2
2,F2,O,102,15.2,SAS,10.7,(blank)
2,G4,O,244,15.72,REM,10.5,(blank)
2,I4,O,43,8.81,SAS,10.2,(blank)
2,A5,O,213,4.62,SUM,10.1,24.6
2,C1,O,65,16.7,SAS,10.1,(blank)
2,D3,O,87,15.45,REM,10.1,(blank)
2,G6,O,343,16.32,CHO,10.1,(blank)
2,M4,O,76,12.28,SUM,10.1,(blank)
2,Q5,O,68,12.02,PIH,10,31
2,B6,O,233,15.22,VIP,9.9,(blank)
2,F4,D,160,8.54,TUP,9.6,15.5
2,J4,D,NA,NA,SAS,,(blank)
2,I2,O,337,17.12,AMB,11.1,(blank)
2,J2,O,0,8.02,WHA,10.8,26.5
2,I4,O,52,12.69,SAS,10.4,(blank)
2,Q4,O,283,8.42,BLW,10.4,(blank)
2,D4,O,111,4.33,CHO,10.3,30.4
2,F1,O,205,14.83,REM,10.3,(blank)
2,H5,O,341,16.52,SAS,10.3,(blank)
2,H2,O,333,5.56,SUM,10.2,(blank)
2,I6,O,135,10.18,CHO,10.2,(blank)
2,B6,O,50,4.85,VIP,10.1,(blank)
2,C1,O,351,6.4,SAS,10.1,35
2,E1,O,211,11.72,SUM,10.1,(blank)
2,C5,O,289,10.78,SHH,10,24.6
2,B5,O,156,11.37,PIH,9.9,(blank)
2,D5,D,305,14.5,SAS,9.9,5
2,B5,O,356,9.84,SAS,9.8,22.3
2,B6,O,190,9.43,VIP,9.8,26.2
2,D6,O,58,12.53,CHO,9.8,(blank)
2,H4,O,94,14.33,CHO,9.8,(blank)
2,J4,D,56,7.69,SAS,7.9,14.1
2,E5,D,NA,NA,SAS,,(blank)
2,I4,D,NA,NA,SAS,,(blank)
2,K3,D,NA,NA,TUP,,
2,F6,O,68,14.46,SUM,11.8,(blank)
2,A6,D,158,6.86,PIH,11.2,11.8
2,F7,O,152,10.86,CHO,10.6,(blank)
2,H7,O,272,8.33,PIH,10.6,26.5
2,E1,D,257,9.49,SUM,10.4,8.6
2,I6,O,292,16.92,BLG,10.4,(blank)
2,Q7,O,34,7.82,SUM,10.2,(blank)
2,G6,O,343,15.61,CHO,10.1,24.1
2,H7,O,313,9.65,SHH,10,(blank)
2,F4,O,66,13.56,CHO,9.9,26.2
2,Q7,O,273,6.06,NRO,9.8,28
2,P5,O,255,12.1,SAS,9.4,(blank)
2,C6,D,27,15.7,CHO,8.7,11.3
2,F7,D,NA,NA,CHO,,(blank)
2,H7,O,317,10.76,SHH,11.4,24.2
2,J2,O,325,14.06,BLW,10.8,(blank)
2,P6,O,120,12.5,SUM,10.7,(blank)
2,B6,O,275,9.63,VIP,10.6,(blank)
2,D4,O,67,9.94,CHO,10.6,(blank)
2,J2,O,130,11.79,BAS,10.6,(blank)
2,H2,O,0,11.04,SUM,10.1,23.8
2,E1,O,160,16.55,SUM,10,(blank)
2,E5,O,118,10.41,SUM,10,(blank)
2,H5,O,296,11.64,REM,9.9,25.4
2,J5,O,303,10.96,WHA,9.9,(blank)
2,H2,O,340,16.29,BIH,9.8,(blank)
2,J2,O,240,17.52,BLW,9.7,(blank)
2,M4,D,102,8.26,SAS,9,20.1
2,Q4,D,337,14.84,REE,8.8,21.5
2,I3,D,NA,NA,SAS,,(blank)
2,R6,O,59,15.77,REM,11.2,(blank)
2,C7,O,312,17,TUP,10.5,(blank)
2,D4,O,11,17.27,CHO,10.1,24.9
2,G4,O,330,12.9,REM,10.1,(blank)
2,A5,O,158,16.83,REM,10,(blank)
2,C1,O,30,14.4,SAS,10,(blank)
2,K4,O,318,8.48,PIH,10,(blank)
2,B5,O,220,10.67,SAS,9.9,(blank)
2,M3,O,233,11.15,REM,9.8,(blank)
2,R5,O,326,9.04,SUM,9.8,(blank)
2,A5,O,26,0.96,SUM,9.7,23.9
2,J5,O,186,15.3,WHO,9.7,18.2
2,D5,O,337,12.91,SUM,9.6,(blank)
2,E1,O,260,12.5,SUM,9.6,19.8
2,L3,O,76,16.76,PIH,9.6,(blank)
2,D1,O,275,12.77,SAS,9.5,(blank)
2,H3,D,178,8.68,BLC,9.4,19.6
2,P5,O,154,10.5,SUM,9.3,(blank)
2,H3,D,30,10.95,SAS,8,15.3
2,H5,O,219,3.8,PIH,9.7,(blank)
2,P4,D,NA,NA,FLD,,NA
2,I6,O,44,12.19,CHO,11.2,(blank)
2,H6,O,259,13.49,PIH,11.1,(blank)
2,J2,O,180,12.52,SUM,10.3,22.5
2,D7,O,190,4.08,WHO,10.2,20.3
2,J5,O,235,12.5,SUM,10.2,(blank)
2,G4,O,41,8.07,CHO,10.1,(blank)
2,H7,O,164,11.83,SUM,10.1,18.6
2,A6,O,294,6.07,EWP,10,15.1
2,B6,O,20,13.65,VIP,9.6,23.9
2,E1,O,328,13,SUM,9.6,(blank)
2,H4,O,137,13.15,CHO,9.6,(blank)
2,N4,O,265,12.44,SUM,9.5,(blank)
2,J4,D,269,16.86,SAS,9.4,16.8
2,O5,O,63,10.09,SUM,9.4,(blank)
2,N4,D,103,17.15,SAS,9.1,3.6
2,I6,D,NA,NA,CHO,,(blank)
2,Q6,D,NA,NA,TUP,,(blank)
2,B4,O,307,12.43,PIH,10.4,30.8
2,A5,O,281,14.26,SUM,10,22.9
2,E6,O,205,16.14,REM,10,(blank)
2,I6,O,130,7.63,CHO,9.9,15.2
2,B6,O,144,7.73,PIO,9.8,(blank)
2,F5,O,98,13.58,SUM,9.7,27.4
2,M4,O,124,7.89,AMB,9.7,(blank)
2,M3,O,0,10.62,BLW,9.6,20.1
2,S5,O,170,8.37,REM,9.6,(blank)
2,J3,O,235,16.56,SUM,9.5,(blank)
2,P4,O,110,6.45,SUM,9.5,22
2,R6,O,176,6.33,SUM,9.5,18.2
2,S5,O,353,7.09,SUM,9.5,(blank)
2,J2,D,105,10.54,BLW,9.2,26.9
2,L4,S,275,6.91,SUM,3.5,(blank)
2,I3,D,NA,NA,SAS,,(blank)
2,I4,D,NA,NA,SAS,,(blank)
2,J3,D,NA,NA,PIH,,(blank)
2,J4,D,NA,NA,SAS,,(blank)
2,J4,D,NA,NA,SAS,,(blank)
2,Q6,O,238,10.03,SUM,11,(blank)
2,E7,O,44,3.83,PIH,10.9,(blank)
2,G2,O,39,17.14,SUM,10.7,(blank)
2,B4,O,348,12.08,SAS,10.4,(blank)
2,B6,O,255,8.83,VIP,10.2,(blank)
2,E7,O,40,14.6,AMB,9.9,(blank)
2,E4,O,312,10.76,CHO,9.7,(blank)
2,F5,O,235,13.27,SUM,9.5,(blank)
2,H5,O,103,17.24,SUM,9.4,(blank)
2,N4,O,275,17.91,SUM,9.4,(blank)
2,K6,O,200,8.61,PIH,9.3,23.8
2,L5,O,262,17.16,SUM,9.3,(blank)
2,H2,O,130,7.57,SUM,9.1,(blank)
2,F3,O,72,12.24,SUM,9,19.2
2,J4,D,O,10.49,SAS,8.8,19.1
2,P5,D,236,13.55,TUP,8.4,2.2
2,J4,D,92,16.46,SAS,7.9,10.6
2,P6,D,NA,NA,SAS,,
2,I6,O,317,6.76,PIH,11,(blank)
2,Q6,O,240,3.26,SUM,10.8,(blank)
2,C1,O,253,8.97,TUP,10.1,29.2
2,I2,O,152,3.34,TUP,10,(blank)
2,G4,O,290,15.14,REM,9.8,(blank)
2,F1,O,64,13.56,BLW,9.7,(blank)
2,C1,O,90,17.79,SAS,9.6,24.4
2,D6,O,120,9.8,SUM,9.6,26.2
2,I4,O,82,12.59,SAS,9.6,19.9
2,F5,O,57,8.95,SUM,9.5,(blank)
2,G4,O,37,9.49,CHO,9.5,(blank)
2,O5,O,57,4.52,TUP,9.2,19.1
2,K3,O,82,12.1,BAS,9.1,16.2
2,K4,O,260,9.86,SAS,9.1,18.7
2,E6,O,139,8.71,PIH,8,
2,A6,D,NA,NA,PIH,,(blank)
2,B6,,NA,NA,VIP,,(blank)
2,F2,D,NA,NA,SAS,,NA
2,J4,D,NA,NA,SAS,,(blank)
2,P5,O,67,14.12,SUM,10,(blank)
2,P6,O,347,4.7,SUM,10,(blank)
2,F2,O,57,16.99,SAS,9.6,21.5
2,Q7,O,249,0.28,SUM,9.6,24.5
2,C4,O,281,14.03,CHO,9.4,(blank)
2,F2,O,70,9.1,SAS,9.4,
2,H2,O,263,4.93,SUM,9.4,27.2
2,Q5,O,125,13.92,SUM,9.2,(blank)
2,F4,O,212,7.39,CHO,9.1,(blank)
2,I4,D,80,10.31,SAS,9.1,18.6
2,O5,O,155,11.22,TUP,9.1,(blank)
2,B6,O,241,8.88,VIP,9,(blank)
2,L4,S,37,3.74,AMB,3.4,(blank)
2,Q6,D,NA,NA,SAS,,(blank)
2,G2,O,213,14.28,SUM,10,(blank)
2,K3,O,21,13.8,SUM,9.7,23.8
2,P5,O,270,17.62,SUM,9.7,(blank)
2,P6,O,313,9,SUM,9.7,(blank)
2,R6,O,283,10.9,SUM,9.7,(blank)
2,J2,O,124,14.61,BAS,9.6,(blank)
2,C4,O,209,15.83,CHO,9.3,(blank)
2,N4,O,59,13.14,SUM,9.3,21.7
2,E3,O,123,10.73,REM,9.2,(blank)
2,R5,O,160,3,SUM,9.1,(blank)
2,G3,O,131,11.21,SUM,8.9,(blank)
2,H6,D,292,10.87,SAS,8.8,12.4
2,F2,O,124,17.3,SUM,5.1,(blank)
2,J4,O,253,16.04,TUP,10.8,(blank)
2,C6,O,72,16.51,BLO,9.6,20.7
2,R6,O,0,3.12,SUM,9.5,21.2
2,E7,O,8,5.44,CHO,9.3,19.8
2,E1,O,50,14.54,SUM,9.1,(blank)
2,G2,D,314,9.14,TUP,9.1,6.2
2,A5,O,333,2.16,PIH,9,26.4
2,E3,O,185,15.01,TUP,9,(blank)
2,F3,O,297,10.44,SUM,9,(blank)
2,J5,O,74,3.29,PIH,9,(blank)
2,H2,O,102,7.53,SUM,8.9,(blank)
2,L3,O,359,16.62,BAS,8.9,(blank)
2,L5,O,132,10.08,SUM,8.9,(blank)
2,A6,O,237,11.42,PIH,8.8,(blank)
2,H5,D,NA,NA,SAS,,(blank)
2,H5,D,NA,NA,SAS,,(blank)
2,K3,D,NA,NA,TUP,,
2,P6,D,NA,NA,SAS,,
2,E7,O,2,16.72,CHO,10.4,(blank)
2,D7,O,19,13.6,SCO,10,(blank)
2,A6,O,156,3.53,SCO,9.8,(blank)
2,H7,O,350,11.38,SUM,9.7,22.7
2,I6,O,276,8.71,REM,9.5,(blank)
2,I3,O,29,15.73,WHS,9.2,(blank)
2,D4,O,87,17.78,CHO,9,(blank)
2,D4,O,330,16.67,WHO,9,(blank)
2,H5,O,220,14.48,PIH,9,(blank)
2,L3,O,315,16.65,SHH,9,(blank)
2,C4,O,NA,15.74,CHO,8.9,(blank)
2,J2,O,320,15.46,REE,8.8,(blank)
2,C1,O,204,11.01,BAS,8.7,(blank)
2,J5,D,285,6.01,CHO,8.7,13.8
2,J6,O,250,4.1,CHO,8.7,27.2
2,Q5,O,322,9.04,SUM,8.7,(blank)
2,B5,O,310,8.01,PIH,8.6,(blank)
2,D1,D,226,15.91,TUP,8.4,5
2,I3,D,119,9.26,SAS,8.4,6.6
2,H5,D,NA,NA,PIH,,(blank)
2,C5,D,NA,NA,SAS,,(blank)
2,E1,D,NA,NA,SAS,,NA
2,H2,D,NA,NA,BIH,,NA
2,P6,O,240,10.1,REM,10.8,(blank)
2,D7,O,277,5.74,WHO,9.6,14.6
2,P5,O,300,11.08,SUM,9.4,(blank)
2,N4,O,315,16.42,SUM,9.3,(blank)
2,I5,O,153,11.44,SUM,9.1,(blank)
2,L5,O,157,12.33,SUM,9,(blank)
2,R5,O,326,17.84,SUM,8.9,(blank)
2,G5,O,126,13.79,SUM,8.8,(blank)
2,Q5,O,42,13.76,SUM,8.8,(blank)
2,A5,O,113,10.58,WHO,8.7,(blank)
2,D1,O,211,14.2,SHH,8.6,(blank)
2,E5,O,223,11.64,SAS,8.6,(blank)
2,D1,D,80,13,UNK,8.5,3
2,H6,D,175,6.78,WHO,8.4,4.4
2,F6,D,NA,NA,SUM,,(blank)
2,O4,O,(blank),14.36,SUM,10,(blank)
2,B4,O,353,14.07,SAS,9.5,(blank)
2,F2,O,332,2.8,REM,9.4,(blank)
2,H4,O,75,8.95,SUM,9.4,(blank)
2,B6,O,10,11.04,VIP,9.3,17
2,C7,O,181,16.85,SUM,9.2,19.9
2,F2,O,139,11.21,REM,9.2,(blank)
2,H3,O,232,17.42,REM,9.2,(blank)
2,H6,O,230,14.1,SUM,9.2,(blank)
2,A6,O,146,16.16,PIH,9.1,(blank)
2,G2,O,250,15.43,SUM,9,(blank)
2,J6,O,261,5.55,CHO,9,22
2,E5,O,357,12.86,NRO,8.8,21.4
2,I3,O,178,11.63,SAS,8.8,(blank)
2,I6,O,139,14.6,CHO,8.8,(blank)
2,Q4,O,295,14.36,BLW,8.8,(blank)
2,C4,O,190,9.19,CHO,8.7,21
2,D5,O,232,11.68,CHO,8.7,(blank)
2,E5,D,55,4.05,SAS,8.5,4.3
2,J4,D,81,12.7,SAS,8.4,8.4
2,K6,O,304,15,WHO,8.3,(blank)
2,G2,O,333,5.63,TUP,10.5,(blank)
2,A6,O,323,3.73,SCO,9.4,(blank)
2,K3,O,108,10.94,AMB,9,
2,J3,O,167,6.26,SHH,8.8,24.7
2,J6,O,70,10.8,CHO,8.8,18.8
2,I4,O,47,10.96,SAS,8.7,(blank)
2,B6,O,91,11.05,VIP,8.6,18.5
2,E5,O,190,17.47,SAS,8.6,(blank)
2,F3,O,148,4.28,REM,8.6,17.9
2,J3,O,304,17.01,SUM,8.5,(blank)
2,L3,O,293,9.49,BAS,8.5,(blank)
2,G4,D,218,7.86,WHO,8.4,(blank)
2,Q4,O,85,4.75,BLW,8.4,23.8
2,A6,D,23,10.92,SCO,8,9.6
2,R5,D,217,10.7,TUP,7.8,20.3
2,F2,D,27,8.1,SAS,7.5,11.7
2,J4,D,287,13.82,SAS,6.5,3.1
2,J6,D,NA,NA,CHO,,(blank)
2,L5,D,NA,NA,SAS,,(blank)
2,P4,D,NA,NA,TUP,,NA
2,F7,O,79,9.21,TUP,10,(blank)
2,G4,O,97,13.25,PIH,9.1,(blank)
2,J2,O,139,15.72,BAS,9,(blank)
2,M4,O,124,16.25,SHH,8.9,(blank)
2,I3,O,200,5.33,SAS,8.7,(blank)
2,I2,O,65,5.36,TUP,8.6,(blank)
2,E7,O,14,11.28,PIH,8.5,(blank)
2,E7,O,221,16.73,AMB,8.5,(blank)
2,F4,O,115,11.27,CHO,8.5,(blank)
2,I3,O,140,13.51,SAS,8.5,(blank)
2,J4,O,260,14.22,SAS,8.5,(blank)
2,L3,O,48,5.44,PIH,8.5,(blank)
2,Q5,O,105,12.23,BLG,8.5,(blank)
2,F2,D,311,14.5,SAS,8.4,4.6
2,F5,O,102,8.12,SUM,8.4,(blank)
2,G4,O,339,14.94,REM,8.4,(blank)
2,J5,O,112,10.93,PIH,8.4,21.1
2,Q5,O,349,8.16,SUM,8.4,(blank)
2,E1,O,124,17.07,PIH,8.3,(blank)
2,S5,O,330,15.24,SUM,8.3,(blank)
2,C7,O,105,13.26,BLC,8.2,15.8
2,I3,D,263,17.76,SAS,8.1,7.5
2,P5,D,15,14.45,TUP,7.9,8.6
2,B6,D,NA,NA,VIP,,(blank)
2,C6,D,NA,NA,UNK,,NA
2,D3,D,NA,NA,SUM,,(blank)
2,O5,D,NA,NA,TUP,,(blank)
2,I4,O,50,15.12,SAS,10.2,(blank)
2,F6,O,153,17.84,REM,10.1,(blank)
2,F7,O,205,10.19,CHO,9.7,(blank)
2,D7,O,102,12.41,CHO,8.9,(blank)
2,F6,O,56,17.02,SUM,8.9,(blank)
2,M3,O,37,12.52,WHA,8.9,(blank)
2,I3,O,171,4.3,SAS,8.7,(blank)
2,A6,O,278,13.3,SCO,8.6,19.5
2,J2,D,280,16.42,WHA,8.4,17
2,L3,O,299,17.39,SHH,8.4,(blank)
2,L3,O,20,13.68,SUM,8.3,(blank)
2,H3,D,65,10.65,SAS,8.2,10.1
2,J3,O,116,15.5,SHH,8.2,(blank)
2,D1,D,178,13.98,SAS,8.1,6.9
2,R6,D,344,10.57,SAS,7.8,2.3
2,H4,D,200,4.62,SAS,6.5,10.4
2,J4,D,NA,NA,SAS,,(blank)
2,F7,O,235,14.29,CHO,9.4,(blank)
2,G7,O,215,15.48,SCO,9.1,(blank)
2,I2,O,222,17.77,TUP,9,(blank)
2,K4,O,98,16.95,SUM,9,(blank)
2,R6,O,289,17.24,SUM,9,19
2,G3,O,291,9.81,CHO,8.7,25.8
2,D1,O,80,15.05,SUM,8.6,(blank)
2,E1,O,263,16.45,SUM,8.6,(blank)
2,D4,O,211,1.18,CHO,8.5,(blank)
2,F4,O,108,14.34,REM,8.4,(blank)
2,A5,O,99,9.52,BLG,8.3,(blank)
2,J5,O,30,12.79,PIH,8.3,(blank)
2,L3,D,233,10.76,TUP,8.1,11.9
2,S5,O,283,15.21,SUM,8.1,(blank)
2,E3,D,83,15.86,CHO,7.3,16.1
2,C7,D,NA,NA,TUP,,(blank)
2,D1,D,NA,NA,UNK,,NA
2,N4,D,NA,NA,SUM,,(blank)
2,N4,D,NA,NA,TUP,,NA
2,G2,O,138,15.22,TUP,9.6,(blank)
2,N4,O,104,14.18,SUM,9.2,(blank)
2,F7,O,102,10.49,TUP,9,(blank)
2,A6,O,90,13.5,NRO,8.8,17.1
2,E3,O,217,11.06,REM,8.7,25.2
2,H6,O,238,17.76,SUM,8.7,(blank)
2,I4,O,64,7.82,SAS,8.5,(blank)
2,Q4,O,253,9.91,AME,8.5,(blank)
2,B5,O,273,13.68,REM,8.4,19.7
2,L3,O,181,8.61,SUM,8.4,20.9
2,G2,O,128,2.22,SUM,8.3,(blank)
2,D3,O,218,12.62,REM,8.1,(blank)
2,D4,O,311,9.56,WHO,8.1,20.2
2,E5,O,216,7.04,SAS,8.1,(blank)
2,E5,O,287,11.85,BLG,8.1,18.7
2,I4,O,94,13.15,FLD,8.1,(blank)
2,A6,D,158,6.55,PIH,8,8.9
2,B5,O,104,14.22,PIH,8,(blank)
2,R5,O,336,11.95,CHO,7.9,(blank)
2,L5,D,355,14.14,CHO,7.8,18.8
2,C5,D,105,7.98,SAS,7.6,14.5
2,M3,D,323,NA,REE,7.6,17.2
2,K6,D,6,16.41,SAS,7.2,10.4
2,E4,D,NA,10.27,CHO,,NA
2,I4,D,NA,NA,SAS,,(blank)
2,J4,D,NA,NA,SAS,,(blank)
2,P6,O,155,14.9,SAS,10.4,(blank)
2,E6,O,100,2.55,PIH,9.4,(blank)
2,B6,O,287,7.17,VIP,8.8,(blank)
2,I6,O,189,13.07,REM,8.8,(blank)
2,C4,O,84,6.92,CHO,8.5,(blank)
2,C6,O,100,13.07,SCO,8.5,16.9
2,H6,O,119,17.6,SUM,8.5,(blank)
2,J3,O,84,1.86,SUM,8.5,19.8
2,J4,O,97,16.58,SAS,8.5,(blank)
2,G4,O,86,8.54,SAS,8.4,(blank)
2,N4,O,52,1.1,WHA,8.4,(blank)
2,M3,O,50,14.92,SUM,8.3,(blank)
2,L5,O,173,12.43,SUM,8.2,(blank)
2,G7,O,261,16.19,CHO,8.1,(blank)
2,J3,O,163,14.69,SUM,8.1,18.9
2,J2,O,285,15.21,AME,8,(blank)
2,C5,O,33,4.47,PIH,7.9,26.6
2,C4,O,348,5.29,CHO,7.7,15.4
2,D1,D,180,14.63,SAS,7.5,11.2
2,Q5,O,42,10.44,SUM,7.5,(blank)
2,H4,D,208,16.82,CHO,7,21.2
2,D1,D,244,7.95,ERB,6.8,1.8
2,D1,D,NA,NA,TUP,,(blank)
2,D5,D,NA,NA,SAS,,NA
2,D6,D,NA,NA,CHO,,NA
2,H5,D,NA,NA,SAS,,(blank)
2,J4,D,NA,NA,SAS,,(blank)
2,L4,D,NA,NA,WHA,,NA
2,G2,O,282,9.81,REE,8.8,(blank)
2,E6,O,69,13.41,PIH,8.5,(blank)
2,F2,O,81,0.87,SAS,8.5,(blank)
2,I2,O,252,10.54,TUP,8.4,(blank)
2,R6,O,339,17.34,SAS,8.3,(blank)
2,C7,O,246,15.17,SUM,8.1,(blank)
2,K4,O,83,13.7,REE,8.1,20.5
2,L3,O,280,17.38,AMB,8.1,(blank)
2,F7,O,256,14.26,SAS,8,(blank)
2,J3,O,357,11.48,SHH,8,27.8
2,L5,O,356,15.34,REM,8,(blank)
2,P5,O,25,17.45,SUM,7.9,(blank)
2,D1,O,318,11.19,SHH,7.8,(blank)
2,E5,O,111,16.86,SUM,7.8,(blank)
2,J4,D,356,14.22,SAS,6,7.8
2,B6,D,NA,NA,SHH,,(blank)
2,E3,D,NA,NA,REM,,NA
2,O5,D,NA,NA,TUP,,(blank)
2,Q6,O,197,9.73,SUM,9.4,18.5
2,P6,O,80,7,AMB,9.2,22.4
2,D5,O,96,16.18,AMB,8.5,22.3
2,F7,D,26,12.59,TUP,8.4,17
2,I3,O,62,8.33,BIA,8.4,31.4
2,F2,O,107,16.9,SAS,8.3,(blank)
2,G3,O,78,13.11,SUM,8.3,27.7
2,F1,O,43,14.38,REE,8.2,20.5
2,G4,O,329,3.88,REM,8.1,(blank)
2,C5,O,74,17.73,PIH,8,(blank)
2,J2,O,336,16.4,REE,8,(blank)
2,D1,O,40,10.53,SUM,7.9,(blank)
2,F5,O,342,16.92,SUM,7.8,(blank)
2,O5,O,159,14.28,TUP,7.8,(blank)
2,D1,O,97,8.4,SUM,7.7,(blank)
2,H2,O,107,8.53,SUM,7.7,(blank)
2,I6,O,211,12.96,WHO,7.7,(blank)
2,H5,O,37,17.09,SUM,7.9,(blank)
2,I3,D,NA,NA,SAS,,(blank)
2,M4,D,NA,NA,SHH,,(blank)
2,N4,D,NA,NA,TUP,,NA
2,O5,D,NA,NA,TUP,,(blank)
2,I3,O,305,16.05,REM,9,(blank)
2,E1,O,353,12.35,TUP,8.5,29.6
2,I3,O,274,17.76,REM,8.4,(blank)
2,Q4,O,20,9.24,REE,8.4,23
2,G7,O,199,10.82,WHO,8.3,16.9
2,B6,O,315,9.11,VIP,8.2,(blank)
2,B6,O,21,15.56,VIP,8.1,(blank)
2,F2,O,236,10.8,SUM,8.1,(blank)
2,C4,O,359,8.61,CHO,8,(blank)
2,G2,O,347,10.92,SUM,8,(blank)
2,A5,O,90,12.63,BLG,7.9,(blank)
2,E3,O,345,10.2,REM,7.9,(blank)
2,F2,O,70,10.63,SAS,7.9,(blank)
2,P4,O,109,6.43,SUM,7.9,(blank)
2,Q5,O,189,3.58,AMB,7.8,23.7
2,A6,O,167,8.25,REP,7.7,(blank)
2,H5,O,158,7.37,CHO,7.7,17.7
2,E3,O,40,7.37,PIH,7.6,(blank)
2,F5,O,129,15.5,SUM,7.6,(blank)
2,H6,D,240,16.4,SAS,7.5,9
2,I3,D,283,10.46,SAS,7.5,MISSING
2,I2,O,145,10.14,BAS,7.3,(blank)
2,K6,D,263,16.94,SAS,6.4,6.8
2,D1,D,NA,NA,SAS,,(blank)
2,I4,D,NA,NA,SAS,,(blank)
2,N4,D,NA,NA,SUM,,NA
2,N4,D,NA,NA,SUM,,NA
2,P4,D,NA,NA,FLD,,NA
2,Q7,O,187,11.07,SUM,8.5,(blank)
2,F1,O,287,16.34,SAS,8.4,(blank)
2,E5,O,296,13.55,AMB,8.3,(blank)
2,K3,O,331,17.68,REM,8.2,
2,Q4,O,340,11.7,BAS,8.2,(blank)
2,E7,O,326,9.75,REM,8,(blank)
2,F4,O,343,7.16,CHO,8,17
2,C7,O,63,9.82,SUM,7.9,(blank)
2,H2,O,50,15.28,SUM,7.9,(blank)
2,O4,O,359,13.8,AMB,7.8,(blank)
2,Q4,O,141,17.1,REE,7.8,
2,B6,D,44,10.53,VIP,7.7,15.8
2,D5,O,26,17.25,SUM,7.7,(blank)
2,F2,O,204,15.3,CHO,7.6,(blank)
2,J6,O,222,4.72,CHO,7.6,(blank)
2,B5,O,18,10.95,REM,7.5,(blank)
2,H3,D,283,14.48,UNK,7.4,2.5
2,J6,D,332,9.84,CHO,7.4,19
2,Q5,O,50,17.76,NRO,7.4,(blank)
2,I3,D,158,17.84,SAS,7.3,9.1
2,B6,O,111,13.03,SHH,7.2,(blank)
2,E5,D,93,16.87,SAS,6.8,19.8
2,B6,D,280,10.36,VIP,4.6,10.2
2,H2,D,NA,NA,SAS,,NA
2,J4,D,NA,NA,SAS,,(blank)
2,C4,O,209,13.14,CHO,10.5,19.8
2,B6,O,300,8.45,VIP,8.9,(blank)
2,I2,O,202,6.39,REM,8.9,20.5
2,Q6,O,96,11.92,SUM,8.8,21.6
2,H7,O,36,10.14,BLO,8.1,(blank)
2,A6,O,132,13.83,VIP,8,(blank)
2,C4,O,216,9.14,REM,8,18.3
2,D1,O,8,13.72,SUM,7.9,(blank)
2,F6,O,357,14.43,SUM,7.9,(blank)
2,L5,O,228,4.37,SUM,7.9,(blank)
2,K4,O,122,11.55,ERB,7.8,(blank)
2,P6,O,281,4,SAS,7.8,(blank)
2,B5,O,145,16.4,REM,7.7,(blank)
2,D4,O,305,15.57,CHO,7.7,(blank)
2,G5,O,353,16.03,SUM,7.7,(blank)
2,K3,O,63,11.08,SUM,7.7,22.6
2,L3,O,319,15.85,IRO,7.7,(blank)
2,O5,O,152,15.54,TUP,7.7,(blank)
2,C7,O,347,15.55,SUM,7.6,(blank)
2,R5,O,240,7.38,REE,7.5,(blank)
2,D1,D,86,15.41,UNK,7.4,4.8
2,J5,O,306,13.61,CHO,7.4,(blank)
2,O5,D,76,16.12,WHA,7.4,12.1
2,S5,O,304,14.52,PIH,7.4,(blank)
2,E5,D,196,NA,SAS,7.3,11.1
2,G7,D,97,14.21,CHO,7.3,10
2,D1,D,182,13.57,TUP,7.2,8.3
2,A6,O,140,11.25,REP,7.1,(blank)
2,L3,D,145,9.17,TUP,7,6.3
2,C7,D,NA,NA,TUP,,(blank)
2,I3,D,NA,NA,SAS,,(blank)
2,D7,O,84,13.86,WHO,8.2,(blank)
2,I2,O,224,13.78,SUM,8.1,(blank)
2,G5,O,79,16.39,SUM,8,(blank)
2,M3,O,190,9.14,SUM,8,19.8
2,B6,O,31,16.32,VIP,7.9,(blank)
2,D7,O,97,17.75,AMB,7.9,16.2
2,D3,O,54,4.91,REM,7.7,(blank)
2,D5,O,7,11.3,SUM,7.6,23
2,D6,O,80,8.24,SUM,7.6,23.1
2,E3,O,8,9.4,REM,7.6,(blank)
2,B5,O,133,9.53,REM,7.5,(blank)
2,C5,O,19,1.27,PIH,7.4,(blank)
2,D3,O,355,5.18,BAS,7.4,21.4
2,G3,O,53,5.26,SUM,7.4,(blank)
2,I3,D,NA,NA,SAS,,(blank)
2,I3,D,NA,NA,SAS,,(blank)
2,N4,D,NA,NA,UNK,,NA
2,S5,D,NA,NA,REM,,NA
2,I4,O,234,13.71,SAS,11,(blank)
2,F6,O,103,11.5,PIH,9.4,(blank)
2,I2,O,189,15.58,REM,8.9,14
2,M3,O,37,9.61,BLW,7.9,25.3
2,A6,O,11,14.28,SCO,7.5,(blank)
2,C7,O,54,3,BLC,7.5,(blank)
2,F5,O,305,12.84,SUM,7.5,19.6
2,G2,O,343,9.6,SUM,7.5,(blank)
2,H4,O,247,6.22,REM,7.5,(blank)
